Distrito,Municipio,Freguesia (Simpli),DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,Edifícios Clássicos Total,Edifícios Clássicos com 1 ou 2 Alojamentos,Edifícios Clássicos com 3 ou Mais Alojamentos,Edifícios Exclusivamente Residenciais,Edifícios com 1 ou 2 Pisos,Edifícios com 3 ou Mais Pisos,Edifícios Construídos Antes de 1945,Edifícios Construídos Entre 1946 e 1980,Edifícios Construídos Entre 1981 e 2000,Edifícios Construídos Entre 2001 e 2010,Edifícios Construídos Entre 2011 e 2021,Edifícios com Necessidade de Reparação,Alojamentos Total,Alojamentos Familiares,Alojamentos Familiares Habituais,Alojamentos Familiares Vagos ou Secundários,Alojamentos Habituais Acessíveis a Cadeiras de Rodas,Alojamentos Habituais com Estacionamento,Alojamentos Habituais Propriedade dos Ocupantes,Alojamentos Habituais Arrendados,Agregados Domésticos Privados Total,Agregados Domésticos de 1 ou 2 Pessoas,Agregados Domésticos de 3 ou Mais Pessoas,Núcleos Familiares Total,Núcleos Familiares com Filhos,Indivíduos Total,Indivíduos Masculinos,Indivíduos Femininos,Indivíduos de 0 a 14 Anos,Indivíduos de 15 a 24 Anos,Indivíduos de 25 a 64 Anos,Indivíduos com 65 ou Mais Anos,geom_Length,geom_Area
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703002,2,31,231,6170300231,10,8,2,10,3,7,0,2,5,3,0,1,18,18,12,6,5,11,8,3,12,7,5,11,5,32,15,17,5,2,19,6,1285.407680318697,69455.32449422409
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703004,4,15,415,6170300415,22,22,0,22,22,0,0,3,1,17,1,21,22,22,20,2,6,7,15,2,20,10,10,16,11,51,25,26,11,7,30,3,1247.791108041232,78883.41508172457
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703004,4,16,416,6170300416,10,10,0,10,9,1,0,7,3,0,0,8,10,10,6,4,3,5,5,1,6,6,0,4,1,11,5,6,0,1,4,6,780.7980595929547,40087.33182035606
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703004,4,17,417,6170300417,15,14,1,15,15,0,0,0,0,15,0,8,21,21,12,9,4,10,11,0,12,4,8,12,6,35,15,20,5,3,19,8,539.8128547805427,17621.55675146253
Coimbra,Vila Nova de Poiares,Arrifana,617,61703,61703001,1,52,152,6170300152,8,8,0,8,8,0,1,5,1,1,0,5,8,8,3,5,3,3,2,1,3,3,0,3,0,6,3,3,0,0,2,4,2330.046679892778,330068.6712189988
Coimbra,Vila Nova de Poiares,Arrifana,617,61703,61703001,1,53,153,6170300153,6,6,0,6,6,0,2,2,2,0,0,2,6,6,3,3,2,3,3,0,3,3,0,1,0,4,2,2,0,2,1,1,814.142389383211,35524.52887864201
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704002,2,38,238,6170400238,10,10,0,10,10,0,1,4,4,1,0,3,10,10,6,4,0,5,6,0,6,3,3,5,3,16,8,8,2,2,7,5,2650.522832095805,235700.7390816527
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,17,217,6170100217,8,8,0,8,8,0,6,2,0,0,0,4,8,8,2,6,2,2,2,0,2,2,0,1,0,3,2,1,0,0,0,3,2002.433775791418,109890.3942053729
Coimbra,Coimbra,Ceira,617,61701,61701002,2,56,256,6170100256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19507.39861474442,5922848.136830957
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,13,213,6170100213,23,23,0,23,21,2,7,4,3,8,1,1,23,23,12,11,9,9,12,0,12,9,3,10,3,28,11,17,0,5,15,8,2329.780506249018,209523.1154840213
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704001,1,5,105,6170400105,10,10,0,10,8,2,0,1,4,5,0,3,12,12,11,1,4,11,9,1,11,4,7,10,7,29,15,14,4,5,18,2,517.6425644624995,14690.0896881751
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703002,2,30,230,6170300230,39,38,1,39,30,9,5,24,6,4,0,8,47,47,29,18,8,12,15,11,29,20,9,19,7,64,26,38,7,4,38,15,1415.798731887849,123591.6720145271
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703004,4,7,407,6170300407,7,4,2,7,4,3,0,3,3,1,0,6,30,29,18,11,1,3,2,13,18,16,2,11,4,83,42,41,4,3,25,51,1602.367086149429,135971.8269992365
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704001,1,7,107,6170400107,4,4,0,4,4,0,0,1,2,1,0,3,4,4,1,3,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,3261.108234047461,448606.3517464397
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704001,1,8,108,6170400108,9,9,0,9,9,0,1,5,2,1,0,6,9,9,7,2,4,6,7,0,7,6,1,4,1,13,6,7,0,1,7,5,884.0300863761031,41753.00615463985
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703004,4,8,408,6170300408,13,12,1,13,13,0,0,3,8,2,0,12,19,19,12,7,3,3,4,8,12,12,0,5,2,17,6,11,0,2,7,8,973.1083056142711,46117.14687266363
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,15,215,6170100215,15,15,0,15,15,0,7,4,3,1,0,9,15,15,5,10,0,3,5,0,5,3,2,4,1,11,5,6,1,0,9,1,1577.330915320444,73816.29014003141
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703004,4,12,412,6170300412,6,6,0,6,6,0,0,3,1,2,0,3,6,6,1,5,0,1,1,0,1,1,0,1,0,2,0,2,0,0,1,1,899.6681872563804,37344.36938871556
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704001,1,10,110,6170400110,18,18,0,18,18,0,1,9,6,1,1,9,18,18,16,2,9,14,15,0,16,7,9,14,6,42,16,26,5,6,20,11,1133.619447606113,63167.86211323521
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704002,2,33,233,6170400233,15,15,0,15,15,0,2,8,5,0,0,4,15,15,9,6,6,7,7,0,9,5,4,7,1,21,10,11,2,0,9,10,2336.510627982017,225784.9988298233
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703004,4,13,413,6170300413,7,7,0,7,7,0,0,7,0,0,0,5,7,7,1,6,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,410.6827586441952,8754.980556151551
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703004,4,14,414,6170300414,12,12,0,12,12,0,0,7,0,5,0,6,12,12,7,5,4,3,6,1,7,3,4,7,2,19,10,9,2,2,9,6,513.0682275834675,12123.71734458741
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704002,2,34,234,6170400234,5,5,0,5,5,0,0,2,3,0,0,0,5,5,4,1,2,3,3,0,4,2,2,4,1,11,7,4,1,1,4,5,984.643797732148,51280.74901164823
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,16,216,6170100216,15,15,0,15,15,0,6,4,3,2,0,0,15,15,5,10,2,4,5,0,5,4,1,3,1,10,3,7,1,1,6,2,1737.528027110947,131023.6424891079
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704002,2,35,235,6170400235,4,4,0,4,3,1,0,2,2,0,0,0,4,4,3,1,1,2,3,0,3,1,2,3,2,14,6,8,4,0,6,4,813.9258420247668,31609.3607486665
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704002,2,36,236,6170400236,12,12,0,12,12,0,1,7,3,1,0,1,12,12,6,6,2,5,6,0,6,5,1,4,0,11,6,5,0,0,4,7,772.7789760273147,23785.82666207723
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703004,4,9,409,6170300409,13,11,2,13,10,3,0,1,5,7,0,11,21,21,19,2,4,11,11,7,19,13,6,13,5,45,22,23,3,10,23,9,427.3679030922549,12314.4881685118
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703004,4,10,410,6170300410,32,29,3,32,29,3,0,6,21,5,0,16,50,50,37,13,15,25,15,17,37,28,9,28,11,77,32,45,7,11,41,18,1176.385887435835,82592.5391360039
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704002,2,32,232,6170400232,5,5,0,5,4,1,1,1,2,1,0,2,5,5,3,2,1,2,3,0,3,3,0,2,0,5,3,2,0,0,2,3,2356.044663710225,227144.0286233138
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,14,214,6170100214,12,12,0,12,11,1,2,4,4,1,1,1,12,12,8,4,6,6,8,0,8,4,4,7,3,19,9,10,2,1,8,8,2516.062455008921,264583.3165181858
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704001,1,9,109,6170400109,25,25,0,25,24,1,10,1,13,0,1,22,25,25,16,9,5,8,7,8,16,10,6,10,6,32,18,14,3,4,16,9,1299.131336742181,104721.9444189984
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61703,61703004,4,11,411,6170300411,43,43,0,43,43,0,0,18,18,7,0,30,45,45,26,19,14,22,20,3,26,16,10,17,9,57,22,35,2,10,33,12,2251.002619291006,251934.498866411
Coimbra,Vila Nova de Poiares,Poiares (Santo André),617,61703,61703004,4,23,423,6170300423,23,23,0,23,21,2,0,5,12,6,0,8,26,26,16,10,12,14,14,2,16,6,10,14,8,49,29,20,9,6,28,6,2738.233314955,428412.1649192127
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704001,1,20,120,6170400120,2,2,0,2,2,0,0,1,1,0,0,1,2,2,2,0,1,1,2,0,2,1,1,1,1,4,1,3,1,0,2,1,1511.847080666205,113330.228021474
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704001,1,21,121,6170400121,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2973.19856312073,428595.6812923228
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,24,224,6170100224,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,4,2,2,0,1,2,1,1334.398361100558,86638.90923448234
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,25,225,6170100225,13,13,0,13,12,1,0,6,3,4,0,2,13,13,6,7,1,5,6,0,6,4,2,4,2,12,4,8,2,0,4,6,1835.625489666084,128285.6827447712
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,26,226,6170100226,6,6,0,6,6,0,2,2,2,0,0,0,6,6,4,2,1,3,4,0,4,3,1,3,1,8,3,5,0,1,6,1,1595.427837562335,128744.4747854818
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,27,227,6170100227,6,6,0,6,3,3,4,1,0,1,0,1,6,6,4,2,2,4,4,0,4,2,2,2,0,9,4,5,0,0,4,5,1916.154005421267,187122.2826577747
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,28,228,6170100228,8,8,0,8,8,0,0,5,2,1,0,1,8,8,4,4,1,4,4,0,4,3,1,3,1,8,5,3,1,0,4,3,1454.172368419,64506.08961783241
Coimbra,Vila Nova de Poiares,Lavegadas,617,61702,61702001,1,2,102,6170200102,10,10,0,10,10,0,2,4,4,0,0,4,10,10,2,8,0,1,2,0,2,2,0,0,0,2,1,1,0,0,1,1,2529.616298487243,196099.683545171
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704001,1,23,123,6170400123,3,3,0,3,3,0,1,1,0,1,0,1,3,3,3,0,1,3,3,0,3,1,2,4,2,11,4,7,1,2,5,3,1536.380526451379,77476.51004917164
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,36,236,6170100236,28,28,0,28,28,0,14,4,3,6,1,2,28,28,15,13,7,11,14,0,15,7,8,14,5,42,21,21,4,2,25,11,2041.872575779303,140055.5528689323
Coimbra,Lousã,Serpins,617,61702,61702001,1,1,101,6170200101,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7700.153412286614,2139578.982527713
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,22,222,6170100222,3,3,0,3,3,0,0,2,0,1,0,2,3,3,1,2,1,1,1,0,1,0,1,1,1,3,1,2,0,1,2,0,8195.51607647798,2433730.524054394
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,23,223,6170100223,20,20,0,20,18,2,2,7,10,1,0,3,20,20,13,7,3,11,11,0,13,7,6,12,5,36,16,20,6,2,20,8,2009.907002609849,236420.4464913851
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704001,1,27,127,6170400127,10,10,0,10,10,0,1,4,5,0,0,6,10,10,7,3,3,6,6,0,7,5,2,5,3,15,7,8,1,3,7,4,586.915829744329,18832.0408141556
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,41,241,6170100241,2,2,0,2,1,1,0,0,2,0,0,0,2,2,2,0,1,2,2,0,2,0,2,2,2,6,2,4,1,1,4,0,3868.290160759498,254577.7174951178
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704001,1,30,130,6170400130,16,16,0,16,16,0,1,5,6,1,3,12,16,16,12,4,5,8,10,1,12,6,6,8,4,29,14,15,5,2,19,3,1145.017132751527,53286.8890411058
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,42,242,6170100242,9,9,0,9,8,1,6,0,3,0,0,2,9,9,3,6,0,1,3,0,3,2,1,1,1,5,2,3,1,0,2,2,458.2605357149951,7098.476082695604
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,43,243,6170100243,9,9,0,9,8,1,0,4,3,2,0,1,9,9,8,1,4,5,7,0,8,4,4,5,3,19,9,10,3,1,9,6,3774.684776073747,257103.2748265857
Coimbra,Vila Nova de Poiares,Arrifana,617,61701,61701002,2,44,244,6170100244,4,3,0,4,4,0,1,1,2,0,0,0,4,3,2,1,1,1,2,0,3,2,1,2,0,6,2,4,0,0,3,3,2877.281341744938,217622.4124949766
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,617,61704,61704001,1,34,134,6170400134,3,3,0,3,3,0,1,0,0,2,0,2,3,3,3,0,1,3,3,0,3,1,2,2,2,10,5,5,5,0,5,0,1445.49034823767,109086.3187125415
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,44,144,6070700144,13,13,0,13,12,1,0,7,5,1,0,5,13,13,8,5,1,7,7,0,8,4,4,7,4,22,9,13,1,5,8,8,2125.881989882673,167002.4253262403
Coimbra,Lousã,Serpins,607,60704,60704001,1,36,136,6070400136,3,3,0,3,3,0,2,1,0,0,0,3,3,3,2,1,2,1,2,0,2,1,1,2,1,5,3,2,1,0,4,0,1543.739554642626,64179.02570176913
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,45,145,6070700145,10,10,0,10,10,0,1,2,5,2,0,1,10,10,9,1,1,7,9,0,9,5,4,8,4,24,13,11,6,1,15,2,3568.640362002694,516405.9391717981
Coimbra,Lousã,Serpins,607,60704,60704002,2,34,234,6070400234,18,18,0,18,18,0,9,5,2,1,1,16,18,18,7,11,1,5,6,0,7,4,3,4,2,15,6,9,2,1,6,6,1641.788499097329,112975.7883454181
Coimbra,Lousã,Serpins,607,60704,60704002,2,35,235,6070400235,10,10,0,10,10,0,3,5,0,0,2,8,10,10,7,3,2,6,7,0,7,3,4,7,1,19,10,9,1,0,7,11,3267.416427894652,362897.9620886503
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,46,146,6070700146,9,9,0,9,9,0,0,7,2,0,0,5,9,9,6,3,2,2,4,1,6,2,4,5,4,17,10,7,5,1,8,3,3045.613075661995,406688.5202014238
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,47,147,6070700147,1,1,0,1,1,0,0,1,0,0,0,0,2,2,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,3945.264668587172,599792.5963931929
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,48,148,6070700148,13,13,0,13,13,0,0,7,4,2,0,6,13,13,5,8,2,5,5,0,5,2,3,5,1,14,8,6,0,1,9,4,2046.702693513719,197836.5603227017
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,49,149,6070700149,13,13,0,13,13,0,0,11,2,0,0,5,13,13,8,5,2,7,7,0,8,3,5,8,4,25,13,12,4,2,13,6,1447.267701111516,76641.59624283644
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,50,150,6070700150,2,2,0,2,2,0,0,2,0,0,0,2,2,2,1,1,0,1,1,0,1,1,0,1,0,2,1,1,0,0,2,0,4176.638553757981,736903.8636801278
Coimbra,Lousã,Serpins,607,60704,60704002,2,28,228,6070400228,23,23,0,23,23,0,7,15,0,0,1,22,23,23,7,16,2,4,7,0,7,5,2,5,2,17,9,8,3,0,6,8,4627.200865544794,753935.6406555728
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,37,137,6070700137,3,3,0,3,2,1,0,2,1,0,0,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4523.716390350053,522444.9136984976
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,52,152,6070700152,15,14,1,15,15,0,2,11,2,0,0,3,18,18,11,7,9,7,7,4,11,7,4,8,3,24,12,12,3,1,13,7,2207.174011129112,281721.1542473651
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,53,153,6070700153,8,8,0,8,7,1,0,2,5,0,1,1,8,8,7,1,3,5,5,0,7,1,6,9,6,28,15,13,8,1,15,4,1186.317727682122,75128.99908146121
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,54,154,6070700154,13,13,0,13,13,0,3,10,0,0,0,6,14,14,7,7,2,5,6,0,7,4,3,7,3,19,9,10,2,4,9,4,5011.901073002872,756868.5293604197
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,55,155,6070700155,27,27,0,27,27,0,3,18,4,1,1,10,27,27,15,12,7,9,12,2,15,9,6,11,4,36,18,18,3,8,17,8,2539.372067529849,366893.0373946508
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,56,156,6070700156,12,12,0,12,12,0,0,10,2,0,0,8,12,12,3,9,2,3,2,1,3,0,3,3,1,10,5,5,1,0,7,2,2571.762313827337,206460.1232953921
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,57,157,6070700157,7,7,0,7,6,1,0,6,1,0,0,0,7,7,4,3,1,3,2,0,4,1,3,4,3,11,4,7,1,2,8,0,4110.797498698236,745316.0971761772
Coimbra,Lousã,Serpins,607,60704,60704001,1,38,138,6070400138,4,4,0,4,4,0,0,3,0,1,0,0,4,4,3,1,0,2,3,0,3,3,0,0,0,3,3,0,0,0,1,2,7115.045564857244,1977277.640689885
Coimbra,Lousã,Serpins,607,60704,60704002,2,39,239,6070400239,12,12,0,12,12,0,9,2,0,1,0,11,12,12,5,7,3,5,5,0,5,3,2,3,0,10,5,5,0,0,5,5,6102.147762042806,686881.2099796664
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,39,139,6070700139,7,7,0,7,7,0,0,7,0,0,0,4,7,7,4,3,2,4,3,0,4,3,1,3,1,8,4,4,1,0,3,4,3220.847590788674,444280.8342335972
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,40,140,6070700140,2,2,0,2,2,0,0,1,1,0,0,0,2,2,2,0,1,1,2,0,2,2,0,1,0,3,1,2,0,0,1,2,2750.981533133336,188728.4401467815
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,41,141,6070700141,8,8,0,8,7,1,0,5,1,1,1,4,8,8,4,4,2,3,4,0,4,2,2,3,2,10,3,7,2,1,6,1,3020.308395266673,465736.2776463822
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,42,142,6070700142,5,5,0,5,5,0,0,2,1,2,0,2,5,5,3,2,2,1,3,0,3,1,2,3,1,8,5,3,1,0,5,2,1743.891242496003,155770.4999705011
Coimbra,Lousã,Serpins,607,60704,60704002,2,32,232,6070400232,7,7,0,7,7,0,0,5,1,1,0,7,7,7,5,2,4,5,4,0,5,2,3,3,3,12,7,5,1,2,8,1,2866.37780839703,282345.6380349238
Coimbra,Lousã,Serpins,607,60704,60704002,2,33,233,6070400233,25,25,0,25,25,0,11,8,2,3,1,23,26,26,8,18,3,7,8,0,8,4,4,6,4,20,11,9,4,2,10,4,3863.253098733549,449614.9161830283
Coimbra,Lousã,Serpins,607,60704,60704002,2,40,240,6070400240,13,13,0,13,13,0,5,3,4,1,0,13,13,13,7,6,3,3,7,0,7,3,4,5,2,20,10,10,4,1,8,7,8154.414681664267,2453425.095279003
Coimbra,Lousã,Serpins,607,60704,60704002,2,41,241,6070400241,9,9,0,9,9,0,6,2,0,1,0,9,9,9,4,5,4,3,4,0,4,3,1,3,1,10,5,5,2,0,5,3,2301.229964195908,256205.2733740673
Coimbra,Lousã,Serpins,607,60704,60704002,2,42,242,6070400242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7111.842341256245,1681544.616961794
Coimbra,Lousã,Serpins,607,60704,60704002,2,43,243,6070400243,8,8,0,8,8,0,4,3,1,0,0,7,8,8,6,2,1,5,5,0,6,3,3,6,3,18,11,7,3,2,12,1,4376.180114414265,582748.1347616462
Coimbra,Lousã,Serpins,607,60704,60704002,2,44,244,6070400244,4,4,0,4,4,0,3,0,0,1,0,3,4,4,2,2,0,0,2,0,2,1,1,2,0,5,3,2,0,0,2,3,7538.158841625048,1950652.204971746
Coimbra,Lousã,Serpins,607,60704,60704002,2,45,245,6070400245,8,8,0,8,7,1,3,2,1,2,0,7,8,8,8,0,5,6,8,0,8,3,5,7,5,22,12,10,5,2,13,2,891.7495564623046,29852.13584093972
Coimbra,Lousã,Serpins,607,60704,60704002,2,46,246,6070400246,8,8,0,8,7,1,2,4,1,1,0,8,9,9,8,1,7,7,6,0,8,4,4,6,3,19,9,10,3,1,9,6,1571.801450074803,110156.4660111691
Coimbra,Lousã,Serpins,607,60704,60704002,2,36,236,6070400236,4,4,0,4,4,0,4,0,0,0,0,3,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570.804721915742,176835.1598919369
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60704,60704001,1,37,137,6070400137,4,4,0,4,3,1,1,0,0,3,0,0,4,4,3,1,0,3,3,0,3,0,3,3,3,10,5,5,2,2,6,0,4288.919213733692,728501.3479050847
Coimbra,Lousã,Serpins,607,60704,60704002,2,37,237,6070400237,4,4,0,4,3,1,1,1,1,1,0,4,4,4,3,1,1,3,3,0,3,1,2,3,2,10,5,5,3,1,4,2,1704.797822413233,101618.2460221225
Coimbra,Lousã,Serpins,607,60704,60704002,2,38,238,6070400238,16,16,0,16,16,0,11,3,2,0,0,14,16,16,5,11,1,3,4,0,5,5,0,4,1,9,4,5,0,1,5,3,2597.148181576331,296641.633414597
Coimbra,Lousã,Foz de Arouce e Casal de Ermio,607,60707,60707001,1,51,151,6070700151,16,16,0,16,16,0,0,4,9,2,1,1,16,16,12,4,6,12,12,0,12,6,6,9,7,31,13,18,6,5,14,6,905.699595334502,37290.58140818159
Coimbra,Lousã,Serpins,607,60704,60704002,2,47,247,6070400247,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,2950.831139731024,458035.0026294596
Coimbra,Lousã,Serpins,607,60704,60704002,2,48,248,6070400248,6,6,0,6,6,0,4,1,1,0,0,6,6,6,4,2,0,3,4,0,4,2,2,4,0,10,6,4,0,1,9,0,3437.956072429226,632640.5038344559
Coimbra,Coimbra,Torres do Mondego,603,60329,60329001,1,9,109,6032900109,26,26,0,26,23,3,2,16,7,1,0,15,26,26,18,8,10,15,15,2,18,12,6,16,4,45,20,25,3,2,22,18,1883.128997882625,90090.00094601061
Coimbra,Mealhada,Barcouço,111,11102,11102002,2,11,211,1110200211,19,19,0,19,19,0,0,6,3,9,1,1,19,19,16,3,7,16,16,0,16,6,10,16,6,46,28,18,4,5,26,11,1750.481311502248,127680.2665842639
Coimbra,Lousã,Serpins,607,60704,60704002,2,8,208,6070400208,20,20,0,20,20,0,0,15,5,0,0,17,21,21,8,13,3,6,8,0,8,6,2,7,2,17,7,10,1,1,10,5,4034.85369559166,549820.7673900934
Coimbra,Lousã,Lousã e Vilarinho,607,60708,60708005,5,18,518,6070800518,25,25,0,25,25,0,13,4,6,2,0,7,25,25,9,16,3,6,9,0,9,7,2,8,0,19,9,10,0,1,11,7,3763.511078394259,521843.1923327031
Coimbra,Lousã,Lousã e Vilarinho,607,60708,60708006,6,13,613,6070800613,4,4,0,4,3,1,1,0,2,0,1,1,4,4,3,1,2,3,2,0,3,1,2,3,2,8,3,5,1,1,6,0,2337.172564309471,235720.2204206116
Coimbra,Lousã,Gândaras,607,60706,60706001,1,28,128,6070600128,13,13,0,13,13,0,1,11,0,1,0,10,14,14,8,5,5,3,7,1,9,4,5,7,5,24,11,13,4,2,16,2,1267.348265537404,52390.60847401866
Coimbra,Lousã,Gândaras,607,60706,60706001,1,29,129,6070600129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6153.204218543269,1668788.338429928
Coimbra,Góis,Vila Nova do Ceira,606,60605,60605001,1,34,134,6060500134,11,11,0,11,11,0,6,2,1,2,0,8,11,11,4,7,1,4,4,0,4,2,2,4,0,10,4,6,0,0,9,1,1089.894810246986,71005.31327425604
Coimbra,Lousã,Gândaras,607,60708,60708006,6,14,614,6070800614,25,23,2,25,21,4,0,13,10,1,1,21,31,31,23,8,4,19,16,7,23,19,4,14,4,45,20,25,4,5,23,13,2221.427635485184,142514.3108124142
Coimbra,Góis,Vila Nova do Ceira,606,60605,60605001,1,40,140,6060500140,4,4,0,4,3,1,1,3,0,0,0,1,4,4,3,1,1,3,3,0,3,3,0,2,0,5,3,2,0,0,1,4,1910.775060817516,152065.8136340306
Coimbra,Lousã,Lousã e Vilarinho,607,60708,60708005,5,16,516,6070800516,28,28,0,28,26,2,4,6,10,8,0,1,28,28,17,11,5,13,15,1,17,8,9,13,8,49,25,24,10,8,25,6,3906.419976893645,659722.0923407805
Coimbra,Lousã,Gândaras,607,60708,60708006,6,10,610,6070800610,38,37,1,38,36,2,3,14,18,3,0,27,48,48,34,14,11,33,31,2,34,16,18,26,14,86,39,47,15,6,49,16,1909.716434559054,114791.3327016055
Coimbra,Lousã,Gândaras,607,60708,60708006,6,11,611,6070800611,26,25,1,26,25,1,0,16,9,1,0,20,32,32,17,15,5,15,14,3,17,13,4,12,3,38,17,21,3,3,16,16,1498.129184475285,95243.51041199885
Coimbra,Lousã,Lousã e Vilarinho,607,60704,60704002,2,4,204,6070400204,18,18,0,18,18,0,0,11,4,3,0,16,18,18,12,6,4,10,12,0,12,4,8,12,7,37,16,21,9,1,21,6,1564.964253804853,85298.78036841829
