Distrito,Municipio,Freguesia (Simpli),DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,Edifícios Clássicos Total,Edifícios Clássicos com 1 ou 2 Alojamentos,Edifícios Clássicos com 3 ou Mais Alojamentos,Edifícios Exclusivamente Residenciais,Edifícios com 1 ou 2 Pisos,Edifícios com 3 ou Mais Pisos,Edifícios Construídos Antes de 1945,Edifícios Construídos Entre 1946 e 1980,Edifícios Construídos Entre 1981 e 2000,Edifícios Construídos Entre 2001 e 2010,Edifícios Construídos Entre 2011 e 2021,Edifícios com Necessidade de Reparação,Alojamentos Total,Alojamentos Familiares,Alojamentos Familiares Habituais,Alojamentos Familiares Vagos ou Secundários,Alojamentos Habituais Acessíveis a Cadeiras de Rodas,Alojamentos Habituais com Estacionamento,Alojamentos Habituais Propriedade dos Ocupantes,Alojamentos Habituais Arrendados,Agregados Domésticos Privados Total,Agregados Domésticos de 1 ou 2 Pessoas,Agregados Domésticos de 3 ou Mais Pessoas,Núcleos Familiares Total,Núcleos Familiares com Filhos,Indivíduos Total,Indivíduos Masculinos,Indivíduos Femininos,Indivíduos de 0 a 14 Anos,Indivíduos de 15 a 24 Anos,Indivíduos de 25 a 64 Anos,Indivíduos com 65 ou Mais Anos,geom_Length,geom_Area
Coimbra,Santa Comba Dão,Ovoa e Vimieiro,1808,180811,180811004,4,28,428,18081100428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9235.97975339749,1297040.48575117
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180804,180804001,1,5,105,18080400105,10,10,0,10,7,3,2,2,6,0,0,1,11,11,6,5,2,5,6,0,6,5,1,5,0,13,7,6,0,0,7,6,1852.715290448411,155421.1698017913
Coimbra,Mealhada,Luso,1808,180809,180809001,1,30,130,18080900130,5,5,0,5,5,0,0,4,0,1,0,2,5,5,1,4,1,1,1,0,1,0,1,2,0,4,2,2,0,0,2,2,3164.085746951004,322102.4778829069
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,5,105,18081100105,39,38,1,39,38,1,0,11,26,0,2,9,43,43,32,11,14,18,22,7,32,21,11,23,10,70,31,39,9,5,34,22,2144.893896508831,142454.571082792
Coimbra,Mortágua,Trezói,1808,180809,180809001,1,31,131,18080900131,6,6,0,6,5,1,2,3,0,1,0,0,6,6,5,1,4,3,5,0,5,5,0,3,0,8,3,5,0,0,2,6,3866.976981066537,493088.7526809098
Coimbra,Mortágua,Trezói,1808,180809,180809001,1,32,132,18080900132,2,2,0,2,1,1,0,1,1,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510.719408389093,146319.679071714
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811002,2,3,203,18081100203,10,10,0,10,9,1,2,5,3,0,0,2,10,10,8,2,3,7,6,1,8,6,2,6,1,17,6,11,0,2,4,11,3357.546910931459,337563.7957453915
Coimbra,Mealhada,Luso,1808,180809,180809001,1,33,133,18080900133,4,4,0,4,3,1,0,4,0,0,0,1,4,4,2,2,1,1,2,0,2,1,1,2,0,5,3,2,0,0,3,2,3200.298317055393,247874.8525155956
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811002,2,4,204,18081100204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560.899960041523,234268.6110687947
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,6,106,18081100106,3,3,0,3,2,1,0,0,2,0,1,0,3,3,2,1,2,2,2,0,2,2,0,2,1,4,2,2,1,0,1,2,2725.378015023554,298091.1766829934
Coimbra,Mortágua,Trezói,1808,180809,180809001,1,34,134,18080900134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7346.049339595985,1311472.670687403
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,7,107,18081100107,14,14,0,14,14,0,0,7,6,0,1,3,14,14,12,2,3,8,12,0,12,7,5,10,3,31,17,14,4,1,12,14,3594.408514929544,376363.061411326
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,8,108,18081100108,56,56,0,56,56,0,1,16,33,1,5,7,56,56,31,25,12,26,26,4,31,25,6,25,8,62,28,34,5,3,24,30,3513.716785444125,323321.0010451229
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,9,109,18081100109,5,5,0,5,3,2,0,0,1,4,0,0,5,5,3,2,1,3,3,0,3,1,2,3,2,9,6,3,0,3,5,1,3000.394378022851,301631.0866309347
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,6,106,18080400106,6,6,0,6,6,0,0,1,4,1,0,0,6,6,4,2,1,4,4,0,4,2,2,4,1,11,4,7,1,1,7,2,2398.350532525238,233368.8263904984
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,19,119,18080400119,4,4,0,4,2,2,0,0,4,0,0,0,4,4,3,1,2,3,3,0,3,2,1,3,1,7,3,4,0,1,5,1,3026.292093195383,426691.5588433937
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,19,519,18081100519,22,22,0,22,18,4,0,10,11,1,0,2,22,22,17,5,6,15,15,0,17,12,5,12,3,38,18,20,4,3,17,14,1679.432827081118,167434.9157886604
Coimbra,Mortágua,Trezói,1808,180809,180809001,1,40,140,18080900140,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711.639283735385,104383.9458449325
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,20,520,18081100520,2,2,0,2,1,1,0,0,2,0,0,0,2,2,1,1,1,1,1,0,1,1,0,1,1,2,1,1,0,1,1,0,539.9721213424338,14441.54941366804
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,21,521,18081100521,11,11,0,11,8,3,0,2,9,0,0,1,11,11,7,4,2,5,5,1,7,6,1,3,1,11,6,5,0,1,6,4,874.3557945122751,25870.16599998657
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,22,522,18081100522,15,15,0,15,11,4,1,13,1,0,0,5,15,15,6,9,3,6,6,0,6,5,1,4,0,12,6,6,0,1,1,10,1323.631302401562,93180.62722679204
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,28,528,18081100528,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,2,1,1,0,0,0,2,3227.955051447942,541655.8654161983
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,29,529,18081100529,9,9,0,9,9,0,1,7,1,0,0,4,9,9,4,5,2,3,4,0,4,2,2,3,0,10,5,5,0,0,6,4,314.405307460378,5054.083760320173
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,31,131,18081100131,9,9,0,9,8,1,0,3,0,4,2,0,9,9,5,4,2,5,5,0,5,2,3,3,3,13,7,6,4,1,7,1,2057.969602036271,164257.5872540574
Coimbra,Mortágua,Sobral,1808,180808,180808001,1,15,115,18080800115,20,20,0,20,19,1,0,17,2,0,1,4,20,20,15,5,4,8,15,0,15,9,6,15,5,36,16,20,3,2,16,15,1242.023078310907,73922.71558051887
Coimbra,Anadia,Vila Nova de Monsarros,1808,180804,180804001,1,50,150,18080400150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4802.669196228162,735966.7555574855
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,51,151,18080400151,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,2,1,5,3,2,0,1,2,2,697.9206688031196,28240.1773138267
Coimbra,Mortágua,Pala,1808,180807,180807001,1,12,112,18080700112,6,6,0,6,6,0,1,3,2,0,0,3,6,6,4,2,0,4,4,0,4,3,1,3,0,9,5,4,0,0,7,2,2114.757343326097,140803.2522296475
Coimbra,Mortágua,Sobral,1808,180808,180808001,1,16,116,18080800116,12,12,0,12,9,3,2,4,3,1,2,3,12,12,8,4,4,6,7,1,8,5,3,6,1,18,10,8,1,1,7,9,1744.221875727633,143699.7232460984
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,54,154,18080400154,5,5,0,5,5,0,0,0,2,2,1,1,5,5,5,0,2,5,5,0,5,1,4,5,3,17,5,12,3,3,9,2,2276.944347438485,191222.5519238224
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,12,212,18080800212,37,37,0,37,34,3,5,11,11,8,2,0,37,37,25,12,10,21,22,2,25,18,7,20,3,54,26,28,1,2,28,23,1458.426961454935,107368.2381556616
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,13,213,18080800213,3,3,0,3,3,0,0,1,1,1,0,0,3,3,2,1,0,2,2,0,2,1,1,2,1,5,3,2,1,0,2,2,2675.684065845549,220625.6427917553
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,14,214,18080800214,12,12,0,12,12,0,0,6,5,1,0,3,12,12,4,8,0,4,3,1,4,3,1,3,1,9,5,4,2,0,3,4,760.6519141337079,24660.66252785796
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,15,215,18080800215,16,16,0,16,16,0,1,8,7,0,0,4,16,16,6,10,2,3,6,0,6,4,2,4,0,12,6,6,0,0,6,6,538.4511622692677,14933.66941912807
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,16,216,18080800216,26,26,0,26,25,1,1,20,3,1,1,11,26,26,17,9,5,13,17,0,17,14,3,9,2,30,13,17,1,1,11,17,642.8543944076063,23253.16783222127
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,17,217,18080800217,14,14,0,14,12,2,1,7,4,2,0,1,14,14,9,5,4,8,8,1,9,3,6,9,5,30,15,15,6,3,15,6,1274.602906202748,34697.12312083237
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,18,218,18080800218,5,5,0,5,5,0,0,4,1,0,0,1,5,5,4,1,0,4,4,0,4,4,0,2,0,6,3,3,0,2,1,3,3463.149253640996,286235.7495117246
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,26,426,18081100426,11,11,0,11,11,0,6,5,0,0,0,3,11,11,7,4,3,3,7,0,7,7,0,0,0,7,2,5,0,0,2,5,1607.185620139704,109343.6752104877
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,47,447,18081100447,3,3,0,3,2,1,0,3,0,0,0,0,3,3,1,2,0,0,1,0,1,0,1,1,0,3,2,1,0,0,2,1,7856.892482586378,1474332.697232416
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,56,156,18080400156,5,5,0,5,5,0,0,4,0,0,1,2,5,5,3,2,1,2,3,0,3,3,0,1,0,4,2,2,0,0,3,1,4818.119683193725,693919.9386641188
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180807,180807001,1,14,114,18080700114,7,7,0,7,7,0,1,4,2,0,0,3,7,7,4,3,0,3,3,1,4,3,1,3,0,8,5,3,0,0,4,4,4510.879175368774,760076.2006734996
Coimbra,Mortágua,Pala,1808,180808,180808002,2,39,239,18080800239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7106.07205849351,2137175.571134403
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,40,240,18080800240,14,14,0,14,11,3,0,3,6,4,1,2,14,14,12,2,5,11,12,0,12,9,3,11,3,27,12,15,0,3,11,13,1264.908709399308,37242.27946280367
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,41,241,18080800241,15,15,0,15,13,2,0,6,5,3,1,2,16,16,8,8,4,6,7,1,8,3,5,8,4,24,12,12,4,3,11,6,941.4330052506598,40979.40536342299
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,42,242,18080800242,19,18,1,19,18,1,0,7,9,3,0,5,22,22,14,8,2,12,10,4,14,7,7,11,6,35,20,15,7,2,21,5,973.9372203056624,55497.2511758149
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,20,420,18081100420,4,4,0,4,3,1,0,0,3,1,0,1,4,4,1,3,1,1,1,0,1,1,0,1,0,2,1,1,0,0,0,2,5312.202685358656,663665.6921590366
Coimbra,Mortágua,Sobral,1808,180808,180808001,1,31,131,18080800131,13,13,0,13,12,1,0,9,4,0,0,1,13,13,12,1,1,10,12,0,12,8,4,9,1,27,12,15,0,2,10,15,698.6138612779954,22477.45192731698
Coimbra,Mortágua,Pala,1808,180808,180808002,2,67,267,18080800267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10873.01537883606,2688551.557090185
Coimbra,Mortágua,Marmeleira,1808,180811,180811003,3,4,304,18081100304,3,3,0,3,2,1,0,2,1,0,0,0,3,3,3,0,1,2,3,0,3,3,0,3,0,6,3,3,0,0,0,6,3092.612062304143,381065.7478359198
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,5,405,18081100405,20,20,0,20,18,2,1,10,9,0,0,5,20,20,9,11,3,9,9,0,9,9,0,5,0,14,5,9,0,0,2,12,2278.54295866131,81865.34804212535
Coimbra,Mortágua,Marmeleira,1808,180811,180811004,4,7,407,18081100407,5,5,0,5,5,0,1,4,0,0,0,4,5,5,4,1,2,2,4,0,4,4,0,3,0,7,3,4,0,0,1,6,1984.592477161438,224952.0925009569
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,16,416,18081100416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4952.641192042494,1123249.666429586
Coimbra,Mortágua,Trezói,1808,180809,180809001,1,41,141,18080900141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5382.843278389757,840418.5971327693
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180804,180804001,1,22,122,18080400122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3799.265305900691,527398.9785713085
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,30,530,18081100530,15,15,0,15,13,2,0,0,0,4,11,1,15,15,10,5,8,10,5,5,10,4,6,10,5,35,19,16,10,0,20,5,1740.569139019805,175320.9430286005
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,34,434,18081100434,2,2,0,2,2,0,0,1,1,0,0,0,2,2,2,0,2,2,2,0,2,2,0,2,0,4,2,2,0,0,3,1,1244.020603007094,74796.0517813997
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,35,435,18081100435,13,13,0,13,13,0,0,3,8,1,1,0,13,13,7,6,3,6,7,0,7,3,4,6,3,19,8,11,1,2,16,0,1449.452282056269,47406.69191446225
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,16,316,18081100316,5,5,0,5,5,0,0,2,3,0,0,3,5,5,3,2,0,3,3,0,3,1,2,2,1,8,5,3,0,2,5,1,743.5831996911284,27237.90475606708
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,18,418,18081100418,6,6,0,6,6,0,0,4,2,0,0,1,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6907.279542443556,931387.9353164249
Coimbra,Mortágua,Marmeleira,1808,180811,180811004,4,19,419,18081100419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5927.428878857,1149850.055722445
Coimbra,Mortágua,Marmeleira,1808,180805,180805001,1,38,138,18080500138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6848.939592903484,1455157.729804511
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180808,180808001,1,37,137,18080800137,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8916.981583459181,2358055.298108178
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,22,222,18080800222,8,8,0,8,7,1,1,4,0,3,0,3,8,8,3,5,2,3,3,0,3,2,1,2,1,7,5,2,0,1,3,3,1512.171030941839,93650.31434872121
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,47,247,18080800247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8548.699185874706,2171291.971729612
Coimbra,Santa Comba Dão,Ovoa e Vimieiro,1808,180811,180811004,4,17,417,18081100417,13,12,1,13,10,3,0,6,2,4,1,2,15,15,13,2,3,10,11,1,13,4,9,13,8,37,17,20,8,2,18,9,9157.933314915577,1415852.741732915
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,36,436,18081100436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4465.884293113855,622644.4072464664
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,19,319,18081100319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5492.730231390305,853876.1884349432
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,48,448,18081100448,12,12,0,12,12,0,0,9,2,1,0,0,12,12,8,4,4,7,7,0,8,6,2,7,1,17,9,8,0,1,6,10,7407.900982697624,948423.8255600556
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811002,2,8,208,18081100208,6,6,0,6,6,0,0,0,2,3,1,0,6,6,5,1,5,5,5,0,5,1,4,5,4,16,6,10,3,3,9,1,899.0525393665255,39239.80809084148
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,10,110,18081100110,8,8,0,8,8,0,0,4,2,2,0,0,8,8,8,0,5,8,8,0,8,3,5,8,4,22,9,13,0,5,10,7,2269.169195122262,137673.3799976763
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,35,135,18081100135,4,4,0,4,4,0,0,0,1,3,0,1,4,4,4,0,2,4,4,0,4,2,2,3,2,11,6,5,3,1,7,0,2608.308729258799,235905.0874783093
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,26,126,18080400126,2,1,1,2,0,2,0,0,2,0,0,0,4,4,3,1,1,3,2,1,3,1,2,3,2,9,5,4,3,0,6,0,1639.875270457997,60589.08935627214
Coimbra,Mortágua,Pala,1808,180807,180807001,1,8,108,18080700108,22,22,0,22,22,0,4,13,4,1,0,13,22,22,9,13,2,6,8,0,9,9,0,5,1,14,6,8,0,1,4,9,701.1057107593327,26600.96026971861
Coimbra,Mortágua,Pala,1808,180807,180807001,1,9,109,18080700109,18,18,0,18,17,1,0,10,7,1,0,5,18,18,9,9,6,7,9,0,9,4,5,8,3,24,13,11,1,4,13,6,1455.358109423121,107407.5963574936
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,40,140,18080400140,17,17,0,17,13,4,3,7,7,0,0,10,17,17,13,4,3,8,10,0,13,9,4,11,2,29,16,13,2,0,13,14,2338.24419263976,142191.5593916514
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180807,180807001,1,26,126,18080700126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6374.920440311624,1300644.937531972
Coimbra,Mortágua,Sobral,1808,180808,180808001,1,32,132,18080800132,33,33,0,33,33,0,0,15,16,0,2,1,34,34,27,7,14,26,27,0,27,19,8,24,6,62,30,32,2,5,29,26,1860.780180204969,118403.9339392694
Coimbra,Mortágua,Sobral,1808,180808,180808001,1,33,133,18080800133,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,2,1,1,0,0,2,0,5129.86857638842,979444.7344108995
Coimbra,Mortágua,Sobral,1808,180808,180808001,1,34,134,18080800134,9,9,0,9,7,2,1,3,3,2,0,0,9,9,6,3,4,5,6,0,6,4,2,5,1,15,8,7,0,1,7,7,852.3772095633354,35210.57250467692
Coimbra,Mortágua,Sobral,1808,180808,180808001,1,35,135,18080800135,9,9,0,9,7,2,1,2,4,0,2,0,10,10,7,3,5,7,7,0,7,5,2,6,1,17,9,8,2,2,8,5,2694.261533938107,263642.7668164435
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,48,148,18080400148,7,7,0,7,6,1,1,5,1,0,0,3,7,7,3,4,2,2,3,0,3,3,0,1,0,4,1,3,0,0,1,3,1315.008465437559,43301.30328212225
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,40,540,18081100540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796.008529841913,289228.8144832957
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,45,145,18080400145,10,10,0,10,9,1,7,2,1,0,0,10,10,10,6,4,1,1,6,0,6,6,0,3,0,9,4,5,0,0,1,8,1708.799654793396,62770.38231804081
Coimbra,Mortágua,Sobral,1808,180808,180808001,1,12,112,18080800112,11,11,0,11,10,1,0,4,6,1,0,0,11,11,8,3,4,8,8,0,8,7,1,5,1,16,6,10,2,0,8,6,703.9396426194309,19224.11503394532
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,57,157,18080400157,10,10,0,10,7,3,0,4,6,0,0,2,10,10,6,4,1,5,6,0,6,5,1,3,1,11,6,5,2,0,5,4,3839.88354233722,582605.1325835602
Coimbra,Mortágua,Sobral,1808,180808,180808001,1,21,121,18080800121,18,18,0,18,15,3,1,8,9,0,0,1,18,18,12,6,4,8,10,1,12,9,3,10,2,27,14,13,2,0,14,11,479.6832378799702,14486.25901476684
Coimbra,Mortágua,Espinho,1808,180807,180807001,1,15,115,18080700115,5,5,0,5,5,0,0,3,1,1,0,3,5,5,3,2,0,0,2,0,3,3,0,1,0,4,1,3,0,0,1,3,3694.122017648797,396889.5329598158
Coimbra,Mortágua,Sobral,1808,180808,180808001,1,22,122,18080800122,20,19,1,20,19,1,3,11,3,2,1,8,22,22,10,12,3,8,7,2,10,9,1,9,2,21,11,10,2,2,9,8,451.7548217011864,12724.23390177033
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,58,158,18080400158,11,11,0,11,11,0,7,3,0,1,0,8,11,11,4,7,2,1,4,0,4,3,1,1,1,8,5,3,2,0,3,3,1223.335760493707,81522.80420177973
Coimbra,Mortágua,Sobral,1808,180808,180808001,1,23,123,18080800123,19,19,0,19,15,4,1,7,6,4,1,2,19,19,12,7,5,8,11,0,12,6,6,11,4,32,14,18,5,2,12,13,1603.185385822347,96877.54596807665
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,15,115,18081100115,9,9,0,9,9,0,0,1,7,1,0,2,10,10,6,4,2,5,6,0,6,3,3,5,3,15,7,8,0,4,7,4,3382.298940164249,393140.55822455
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,11,111,18080400111,14,14,0,14,13,1,0,10,0,1,3,1,14,14,6,8,2,5,5,0,6,5,1,4,1,12,4,8,1,1,2,8,2612.825229740387,269299.4071893458
Coimbra,Mortágua,Trezói,1808,180809,180809001,1,36,136,18080900136,18,18,0,18,14,4,0,16,2,0,0,4,18,18,11,7,1,6,11,0,11,9,2,8,1,24,10,14,2,0,9,13,1889.002647829978,99816.33315532112
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,6,506,18081100506,12,11,1,12,11,1,0,2,6,4,0,0,14,14,11,3,6,9,8,2,11,5,6,8,3,28,14,14,2,2,18,6,869.9552531700901,25887.04711739602
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,17,117,18081100117,8,8,0,8,8,0,1,4,3,0,0,5,8,8,5,3,0,2,5,0,5,5,0,2,0,7,4,3,0,0,0,7,419.0761509653832,8908.830509638985
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,18,118,18081100118,11,11,0,11,11,0,1,6,3,0,1,5,11,11,6,5,1,5,6,0,6,5,1,4,1,12,7,5,2,0,3,7,659.7465754230011,25256.34982874895
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,19,119,18081100119,3,3,0,3,3,0,0,2,0,1,0,1,3,3,2,1,1,2,2,0,2,1,1,2,1,5,2,3,1,0,2,2,651.590259543334,14302.98390624419
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811002,2,17,217,18081100217,4,4,0,4,4,0,0,2,2,0,0,0,4,4,4,0,2,4,4,0,4,2,2,5,0,12,5,7,0,0,4,8,921.0979375088265,29353.15919473495
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811002,2,18,218,18081100218,12,12,0,12,9,3,0,0,4,7,1,0,12,12,6,6,4,6,5,1,6,2,4,7,4,21,12,9,5,2,10,4,1370.375702070511,88832.9323827262
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180804,180804001,1,14,114,18080400114,7,7,0,7,7,0,0,5,0,0,2,0,7,7,4,3,2,3,3,0,4,3,1,4,1,10,6,4,2,0,3,5,3092.056535115544,328239.7986890885
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,11,511,18081100511,13,1,12,12,1,12,0,0,11,2,0,0,66,66,58,8,3,6,2,56,58,39,19,39,23,130,52,78,25,17,70,18,441.8134147683884,8840.461259845777
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,12,512,18081100512,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503.201379223926,91493.43172736345
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,21,121,18081100121,14,14,0,14,14,0,2,6,5,1,0,9,14,14,8,6,2,7,8,0,8,5,3,7,2,19,7,12,0,3,10,6,900.192798627203,39097.32334715023
